index,type,tag,title,checked,heading_path,heading_path_slug,paragraph_context,range_preview
30,checkbox,device_type_table_emea_general_purpose_cell_gene_therapy,chk - 026,False,[],[],☐,☐
31,checkbox,device_type_table_latam_general_purpose_cell_gene_therapy,chk - 027,False,[],[],☐,☐
32,checkbox,device_type_table_apac_general_purpose_cell_gene_therapy,chk - 028,False,[],[],☐,☐
33,checkbox,device_type_table_n_america_gp_md_ivd_and_gp_plus_cgt,chk - 029,False,[],[],☐,☐
34,checkbox,device_type_table_emea_gp_md_ivd_and_gp_plus_cgt,chk - 030,False,[],[],☐,☐
35,checkbox,device_type_table_latam_gp_md_ivd_and_gp_plus_cgt,chk - 031,False,[],[],☐,☐
36,checkbox,device_type_table_apac_gp_md_ivd_and_gp_plus_cgt,chk - 032,False,[],[],☐,☐
37,checkbox,risk_management_file_the_change_does_not_impact_the_chk,chk - 033,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  The change does not impact the Risk Management File,☐
38,checkbox,risk_management_file_the_product_family_does_not_have_chk,chk - 034,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐ The product family does not have a Risk Management File or does not have a Risk Management File aligned to the latest revisions in the QMS.,☐
39,checkbox,risk_management_file_the_change_introduces_new_usage_conditions,chk - 035,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐  The change introduces new usage conditions, or risk of harm as defined in the Risk Management Procedure (Patient, Samples, Operators, Environment, etc.).",☐
40,checkbox,risk_management_file_the_change_affects_the_current_risk_chk,chk - 036,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  The change affects the current risk probability or severity associated with existing hazards,☐
41,checkbox,risk_management_file_the_change_will_mean_that_the_chk,chk - 037,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  The change will mean that the device will have different end users or be used in a different manner,☐
42,checkbox,risk_management_file_the_performance_evaluation_data_for_the_ch,chk - 038,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  The performance evaluation data for the original device is not sufficient to confirm conformity of the changed device with the required characteristics and performance,☐
43,checkbox,risk_management_file_the_change_involves_the_manufacturing_proc,chk - 039,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐  The change involves the manufacturing process (i.e., technologies, product lines)",☐
44,checkbox,risk_management_file_the_change_impacts_end_of_line_chk,chk - 040,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐  The change impacts End of Line (EOL) testing procedures (e.g., TP902 – Test procedure for all Hi Pot and Hypatia Equipment Test Machines)",☐
45,checkbox,risk_management_file_the_change_requires_a_process_validation_c,chk - 041,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  The change requires a process validation,☐
46,checkbox,risk_management_file_the_change_affects_agreements_and_or_chk,chk - 042,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐  The change affects agreements and/or arrangements (e.g., verification, validation, organizational structure, production site, outsourcing, subcontracting) for ensuring continued compliance with the requirements",☐
47,checkbox,risk_management_file_the_change_results_from_actions_taken_chk,chk - 043,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  The change results from actions taken related to concerns arising from post-market surveillance including incidents/recalls/complaints (CAPA associated),☐
48,checkbox,risk_management_file_the_change_impacts_quality_control_procedu,chk - 044,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐  The change impacts Quality Control procedures, incoming acceptance criteria, or involves a change in supplier",☐
49,checkbox,risk_management_file_medical_the_change_results_from_characteri,chk - 045,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐  (Medical) The change results from characteristics not previously considered in the clinical evaluation,☐
50,checkbox,risk_management_file_medical_the_change_is_driven_by_chk,chk - 046,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐  (Medical) The change is driven by the development of the state of the art (e.g., latest technology)",☐
51,checkbox,risk_management_file_other_if_other_is_selected_provide_chk,chk - 047,False,['RISK MANAGEMENT FILE'],['risk_management_file'],"☐Other: <If “Other” is selected, provide more information here> ",☐
52,combobox,risk_management_file_next_steps_choose_the_project_action_combo,combobox - 004,,['RISK MANAGEMENT FILE'],['risk_management_file'],Next Steps: <Choose the project action item that would need to be completed based on the scope assessment.>,<Choose the project action item that would need to be completed based on the scope assessment.>
53,checkbox,risk_management_file_capa_owner_notified_chk,chk - 048,False,['RISK MANAGEMENT FILE'],['risk_management_file'],☐CAPA owner notified,☐
54,checkbox,performance_compliance_assessment_the_change_does_not_impact_th,chk - 049,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐  The change does not impact the performance compliance of the product.,☐
55,checkbox,performance_compliance_assessment_changes_affect_degradable_mov,chk - 050,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes affect degradable, moving or friction generating components (air filters, fans, hinges, etc.)",☐
56,checkbox,performance_compliance_assessment_changes_affect_the_airflow_in,chk - 051,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes affect the airflow into, throughout, and out of the unit (airflow vent, rearranging components, deck size, etc.)",☐
57,checkbox,performance_compliance_assessment_product_currently_has_outdate,chk - 052,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Product currently has outdated testing or missing testing to the latest requirements. Requested to add in scope of the current project.,☐
58,checkbox,performance_compliance_assessment_changes_affect_critical_compo,chk - 053,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes affect critical components in compliance files (Electrical, refrigeration, labels)",☐
59,checkbox,performance_compliance_assessment_changes_affect_the_product_pe,chk - 054,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes affect the product performance, peak variation, temperature stability, door open recovery times",☐
60,checkbox,performance_compliance_assessment_changes_will_be_made_to_the_c,chk - 055,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes will be made to the product power specifications, refrigeration system, or electrical systems",☐
61,checkbox,performance_compliance_assessment_changes_to_the_internal_cabin,chk - 056,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes to the internal cabinet size, construction, or configuration (inner doors, shelving, port holes)",☐
62,checkbox,performance_compliance_assessment_change_to_defrosts_setpoint_r,chk - 057,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Change to defrosts, setpoint ranges, or code versions",☐
63,checkbox,performance_compliance_assessment_changes_to_the_software_affec,chk - 058,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Changes to the software affecting behavior or timing of behaviors,☐
64,checkbox,performance_compliance_assessment_product_currently_has_outd_2,chk - 059,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Product currently has outdated testing or missing testing to the latest requirements. Requested to add in scope of the current project.,☐
65,checkbox,performance_compliance_assessment_changes_affect_the_cooling_ca,chk - 060,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐ Changes affect the cooling capacity to cool down and maintain the temperature of the liquid,☐
66,checkbox,performance_compliance_assessment_changes_affect_the_functional,chk - 061,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐ Changes affect the functionality of the medium (refrigerant, water, etc.) to chill the system continuously",☐
67,checkbox,performance_compliance_assessment_changes_may_affect_the_power_,chk - 062,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐ Changes may affect the power input specifications,☐
68,checkbox,performance_compliance_assessment_product_currently_has_outd_3,chk - 063,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Product currently has outdated testing or missing testing to the latest requirements. Requested to add in scope of the current project.,☐
69,checkbox,performance_compliance_assessment_changes_affect_critical_co_2,chk - 064,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Changes affect critical components in compliance files,☐
70,checkbox,performance_compliance_assessment_product_currently_has_outd_4,chk - 065,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Product currently has outdated testing or missing testing to the latest requirements. Requested to add in scope of the current project.,☐
71,checkbox,performance_compliance_assessment_changes_affect_critical_co_3,chk - 066,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Changes affect critical components in compliance files,☐
72,checkbox,performance_compliance_assessment_changes_to_the_materials_of_c,chk - 067,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐ Changes to the materials of construction or coatings (paint),☐
73,checkbox,performance_compliance_assessment_changes_impact_air_flow_blowe,chk - 068,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐ Changes impact air flow (blowers, power supp, filters, paper catch areas, filter screen)",☐
74,checkbox,performance_compliance_assessment_changes_to_the_software_chk,chk - 069,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐ Changes to the software,☐
75,checkbox,performance_compliance_assessment_changes_impacting_stability_c,chk - 070,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐ Changes impacting stability (change weight distribution or change to stands),☐
76,checkbox,performance_compliance_assessment_changes_impact_cleanability_s,chk - 071,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐ Changes impact cleanability (Sealing of openings that could harbor contamination, fasteners - Philip screws not allowed)",☐
77,checkbox,performance_compliance_assessment_changes_impact_the_cabinet_pr,chk - 072,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes impact the cabinet pressure decay test (seals, cabinet materials)",☐
78,checkbox,performance_compliance_assessment_changes_impact_labels_or_mark,chk - 073,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Changes impact labels or markings (add, remove, location change)",☐
79,checkbox,performance_compliance_assessment_product_currently_has_outd_5,chk - 074,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Product currently has outdated testing or missing testing to the latest requirements. Requested to add in scope of the current project.,☐
80,checkbox,performance_compliance_assessment_energy_star_chk,chk - 075,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐ENERGY STAR*,☐
81,checkbox,performance_compliance_assessment_nsf49_bsc_chk,chk - 076,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐NSF49 BSC*,☐
82,checkbox,performance_compliance_assessment_nsf456_vaccine_chk,chk - 077,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐NSF456 Vaccine*,☐
83,checkbox,performance_compliance_assessment_clean_room_particulate_14644_,chk - 078,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Clean Room Particulate 14644-14*,☐
84,checkbox,performance_compliance_assessment_clean_room_particulate_146_2,chk - 079,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Clean Room Particulate 14644-14*,☐
85,checkbox,performance_compliance_assessment_erp_directive_chillers_only_c,chk - 080,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐ErP Directive (Chillers only),☐
86,checkbox,performance_compliance_assessment_clean_room_particulate_146_3,chk - 081,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Clean Room Particulate 14644-14*,☐
87,checkbox,performance_compliance_assessment_south_korean_act_on_environme,chk - 082,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐South Korean Act on Environmental testing and Inspection,☐
88,checkbox,performance_compliance_assessment_other_if_applicable_select_ot,chk - 083,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Other (if applicable): <Select “Other” if the report is not listed above. Provide more information here.>,☐
89,checkbox,performance_compliance_assessment_energy_star_ce_self_declared_,chk - 084,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐ENERGY STAR*	☐CE (Self-Declared)	☐Other (if applicable): <If “Other” is selected, provide more information here.> ",☐
90,checkbox,performance_compliance_assessment_energy_star_ce_self_declar_2,chk - 085,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐ENERGY STAR*	☐CE (Self-Declared)	☐Other (if applicable): <If “Other” is selected, provide more information here.> ",☐
91,checkbox,performance_compliance_assessment_energy_star_ce_self_declar_3,chk - 086,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐ENERGY STAR*	☐CE (Self-Declared)	☐Other (if applicable): <If “Other” is selected, provide more information here.> ",☐
92,checkbox,performance_compliance_assessment_marketing_claims_ce_doc_self_,chk - 087,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Marketing claims	☐CE DoC (Self-Declared)	☐Other (if applicable): <If “Other” is selected, provide more information here.> ",☐
93,checkbox,performance_compliance_assessment_marketing_claims_ce_doc_se_2,chk - 088,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Marketing claims	☐CE DoC (Self-Declared)	☐Other (if applicable): <If “Other” is selected, provide more information here.> ",☐
94,checkbox,performance_compliance_assessment_marketing_claims_ce_doc_se_3,chk - 089,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Marketing claims	☐CE DoC (Self-Declared)	☐Other (if applicable): <If “Other” is selected, provide more information here.> ",☐
95,combobox,performance_compliance_assessment_testing_required_choose_an_it,combobox - 005,,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],Testing Required: <Choose an item.>,<Choose an item.>
96,checkbox,performance_compliance_assessment_agency_report_revision_revise,chk - 090,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Agency Report Revision	☐Revise Engineering Drawings/Documents	☐Revise Regulatory Documents (Cloud Drive),☐
97,checkbox,performance_compliance_assessment_agency_report_revision_rev_2,chk - 091,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Agency Report Revision	☐Revise Engineering Drawings/Documents	☐Revise Regulatory Documents (Cloud Drive),☐
98,checkbox,performance_compliance_assessment_agency_report_revision_rev_3,chk - 092,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Agency Report Revision	☐Revise Engineering Drawings/Documents	☐Revise Regulatory Documents (Cloud Drive),☐
99,checkbox,performance_compliance_assessment_marketing_claims_are_validate,chk - 093,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Marketing claims are validated	☐ Marketing claims have not been validation,☐
100,checkbox,performance_compliance_assessment_marketing_claims_are_valid_2,chk - 094,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐Marketing claims are validated	☐ Marketing claims have not been validation,☐
101,checkbox,performance_compliance_assessment_change_impacts_product_scope_,chk - 095,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐ Change impacts product, scope is defined as requiring a new project.",☐
102,checkbox,performance_compliance_assessment_other_if_applicable_if_other_,chk - 096,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Other (if applicable): <If “Other” is selected, provide more information here.>",☐
103,checkbox,performance_compliance_assessment_cb_of_changes_energy_star_req,chk - 097,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐CB of changes (ENERGY STAR, required if not testing)	☐Energy Star Team Leads (ENERGY STAR)",☐
104,checkbox,performance_compliance_assessment_cb_of_changes_energy_star__2,chk - 098,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐CB of changes (ENERGY STAR, required if not testing)	☐Energy Star Team Leads (ENERGY STAR)",☐
105,checkbox,performance_compliance_assessment_ra_at_implementation_manufact,chk - 099,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐RA at Implementation Manufacturing Location	☐South Korean RA Team for in-country Testing,☐
106,checkbox,performance_compliance_assessment_ra_at_implementation_manuf_2,chk - 100,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],☐RA at Implementation Manufacturing Location	☐South Korean RA Team for in-country Testing,☐
107,checkbox,performance_compliance_assessment_authorities_of_product_change,chk - 101,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Authorities of Product Changes where registered	☐Other (if applicable): <If “Other” is selected, provide more information here.>",☐
108,checkbox,performance_compliance_assessment_authorities_of_product_cha_2,chk - 102,False,['PERFORMANCE COMPLIANCE ASSESSMENT'],['performance_compliance_assessment'],"☐Authorities of Product Changes where registered	☐Other (if applicable): <If “Other” is selected, provide more information here.>",☐
109,checkbox,design_safety_emc_wireless_compliance_assessment_the_change_doe,chk - 103,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],"☐  The change does not impact the design safety, EMC, and/or wireless compliance. Like for like components (i.e., PCBA components) should still be evaluated to ensure the safety report has not been impacted.",☐
110,checkbox,design_safety_emc_wireless_compliance_assessment_does_the_chang,chk - 104,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],"☐Does the change affect specs, listings, warnings, or text on critical components in compliance files?",☐
111,checkbox,design_safety_emc_wireless_compliance_assessment_are_the_specs_,chk - 105,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],☐Are the specs/ratings of the end product going to be changed? (power = re-evaluate markets),☐
112,checkbox,design_safety_emc_wireless_compliance_assessment_are_the_spe_2,chk - 106,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],"☐Are the specs/ratings of the product’s environment going to be changed? (Env. conditions, spacings, etc.)",☐
113,checkbox,design_safety_emc_wireless_compliance_assessment_are_the_produc,chk - 107,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],☐Are the product features / use being impacted?,☐
114,checkbox,design_safety_emc_wireless_compliance_assessment_are_materials_,chk - 108,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],☐Are materials going to be changed (Keeping the same part number or not)?,☐
115,checkbox,design_safety_emc_wireless_compliance_assessment_are_labels_ifu,chk - 109,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],"☐Are labels, IFU, or customer facing information going to be changed?",☐
116,checkbox,design_safety_emc_wireless_compliance_assessment_will_the_manuf,chk - 110,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],☐Will the manufacturing location or applicant of the file need to change?,☐
117,checkbox,design_safety_emc_wireless_compliance_assessment_supplier_chang,chk - 111,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],☐ (Supplier change) Does the change impact split inspection locations and files? (Common for PCBA or enclosed subassemblies),☐
118,checkbox,design_safety_emc_wireless_compliance_assessment_product_curren,chk - 112,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],☐Product currently has outdated testing or missing testing to the latest accepted requirements. Requested to add in scope of the current project.,☐
119,checkbox,design_safety_emc_wireless_compliance_assessment_other_if_appli,chk - 113,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],"☐Other (if applicable): <If “Other” is selected, provide more information here.> ",☐
120,checkbox,design_safety_emc_wireless_compliance_assessment_nrtl_listing_r,chk - 114,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],"☐NRTL Listing, Report # <Insert Report Number>	☐EMC (EN report), Report # <Insert Report Number>",☐
121,checkbox,design_safety_emc_wireless_compliance_assessment_nrtl_listin_2,chk - 115,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],"☐NRTL Listing, Report # <Insert Report Number>	☐EMC (EN report), Report # <Insert Report Number>",☐
122,checkbox,design_safety_emc_wireless_compliance_assessment_cb_safety_repo,chk - 116,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],"☐CB Safety, Report # <Insert Report Number>	☐FCC, Report # <Insert Report Number>",☐
123,checkbox,design_safety_emc_wireless_compliance_assessment_cb_safety_r_2,chk - 117,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],"☐CB Safety, Report # <Insert Report Number>	☐FCC, Report # <Insert Report Number>",☐
124,checkbox,design_safety_emc_wireless_compliance_assessment_informative_sa,chk - 118,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],"☐Informative Safety, Report # <Insert Report Number>	☐ICES, Report # <Insert Report Number>",☐
125,checkbox,design_safety_emc_wireless_compliance_assessment_informative_2,chk - 119,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],"☐Informative Safety, Report # <Insert Report Number>	☐ICES, Report # <Insert Report Number>",☐
126,checkbox,design_safety_emc_wireless_compliance_assessment_wireless_repor,chk - 120,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],"☐Wireless, Report # <Insert Report Number>",☐
127,checkbox,design_safety_emc_wireless_compliance_assessment_other_if_other,chk - 121,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],"☐Other: <If “Other” is selected, provide more information here.>, Report # <Insert Report Number>",☐
128,checkbox,design_safety_emc_wireless_compliance_assessment_ul_csa_chk,chk - 122,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],☐UL	☐CSA,☐
129,checkbox,design_safety_emc_wireless_compliance_assessment_ul_csa_chk_2,chk - 123,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],☐UL	☐CSA,☐
130,checkbox,design_safety_emc_wireless_compliance_assessment_etl_tuv_chk,chk - 124,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],☐ETL	☐TUV,☐
131,checkbox,design_safety_emc_wireless_compliance_assessment_etl_tuv_chk_2,chk - 125,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],☐ETL	☐TUV,☐
132,checkbox,design_safety_emc_wireless_compliance_assessment_fcc_ices_nsf_c,chk - 126,False,"['DESIGN SAFETY, EMC, & WIRELESS COMPLIANCE ASSESSMENT']",['design_safety_emc_wireless_compliance_assessment'],☐FCC / ICES	☐NSF,☐
